"cps_code","cps_libelle","cps_age_retraite","cps_description","cps_hierarchie_code","cps_cadre_code","cps_typecorps_code","cps_libelle_singulier"
"900062",TECHNICIENS SUPERIEURS EN RADIO-ELECTRICITE NF B2,60,TECHNICIENS SUPERIEURS EN RADIO-ELECTRICITE NF B2,"6_SG","12_SG",NON_FONCT,TECHNICIENS SUPERIEURS EN RADIO-ELECTRICITE NF B2
"900064",TECHNICIENS SUPERIEURS EN TRANSPORT LOGISTIQUE  NF REF B2,60,TECHNICIENS SUPERIEURS EN TRANSPORT LOGISTIQUE  NF REF B2,"6_SG","12_SG",NON_FONCT,TECHNICIENS SUPERIEURS EN TRANSPORT LOGISTIQUE  NF REF B2
"900066",LIFTIERS NF D3,60,LIFTIERS NF D3,"14_SG","12_SG",NON_FONCT,LIFTIERS NF D3
"900067",STORISTES NF B3,60,STORISTES NF B3,"7_SG","12_SG",NON_FONCT,STORISTES NF B3
"900068",INGENIEURS EN ELECTRICITE NF A2,60,INGENIEURS EN ELECTRICITE NF A2,"2_SG","12_SG",NON_FONCT,INGENIEURS EN ELECTRICITE NF A2
"900069",TECHNICIENS SUPERIEURS EN ELECTRICITE NF B2,60,TECHNICIENS SUPERIEURS EN ELECTRICITE NF B2,"6_SG","12_SG",NON_FONCT,TECHNICIENS SUPERIEURS EN ELECTRICITE NF B2
"90007",INGENIEURS DES TRAVAUX DE LA STATISTIQUE ET DE LA DEMOGRAPHIE A2,60,INGENIEURS DES TRAVAUX DE LA STATISTIQUE ET DE LA DEMOGRAPHIE A2,"2_SG","10_SG",FONCT,INGENIEURS DES TRAVAUX DE LA STATISTIQUE ET DE LA DEMOGRAPHIE A2
"900070",ELECTRICIENS NF C1,60,ELECTRICIENS NF C1,"9_SG","12_SG",NON_FONCT,ELECTRICIENS NF C1
"900071",TECHNICIENS SUPERIEURS EN MECANIQUE NF B2,60,TECHNICIENS SUPERIEURS EN MECANIQUE NF B2,"6_SG","12_SG",NON_FONCT,TECHNICIENS SUPERIEURS EN MECANIQUE NF B2
"900072",TECHNICIENS EN MECANIQUE NF B4,60,TECHNICIENS EN MECANIQUE NF B4,"8_SG","12_SG",NON_FONCT,TECHNICIENS EN MECANIQUE NF B4
"900073",GARDIENS NF D3,60,GARDIENS NF D3,"14_SG","12_SG",NON_FONCT,GARDIENS NF D3
"900074",MANOEUVRES NF D3,60,MANOEUVRES NF D3,"14_SG","12_SG",NON_FONCT,MANOEUVRES NF D3
"900075",OUVRIERS NF E,60,OUVRIERS NF E,"14_SG","12_SG",NON_FONCT,OUVRIERS NF E
"900076",PLOMBIERS NF D3,60,PLOMBIERS NF D3,"14_SG","12_SG",NON_FONCT,PLOMBIERS NF D3
"900077",INGENIEURS GEOLOGUES NF A1,60,INGENIEURS GEOLOGUES NF A1,"1_SG","17_SG",NON_FONCT,INGENIEURS GEOLOGUES NF A1
"900078",INGENIEURS GEOLOGUES NF A2,60,INGENIEURS GEOLOGUES NF A2,"2_SG","17_SG",NON_FONCT,INGENIEURS GEOLOGUES NF A2
"900079",INGENIEURS GEOTECHNIQUES NF A1,60,INGENIEURS GEOTECHNIQUES NF A1,"1_SG","17_SG",NON_FONCT,INGENIEURS GEOTECHNIQUES NF A1
"900080",INGENIEURS GEOTECHNIQUES NF A2,60,INGENIEURS GEOTECHNIQUES NF A2,"2_SG","17_SG",NON_FONCT,INGENIEURS GEOTECHNIQUES NF A2
"900081",INGENIEURS MINERALOGIES NF A1,60,INGENIEURS MINERALOGIES NF A1,"1_SG","17_SG",NON_FONCT,INGENIEURS MINERALOGIES NF A1
"900082",INGENIEURS MINERALOGIES NF A2,60,INGENIEURS MINERALOGIES NF A2,"2_SG","17_SG",NON_FONCT,INGENIEURS MINERALOGIES NF A2
"900083",INGENIEURS HYDRAULICIENS NF A1,60,INGENIEURS HYDRAULICIENS NF A1,"1_SG","17_SG",NON_FONCT,INGENIEURS HYDRAULICIENS NF A1
"900084",INGENIEURS DES ENERGIES RENOUVELABLES NF A1,60,INGENIEURS DES ENERGIES RENOUVELABLES NF A1,"1_SG","17_SG",NON_FONCT,INGENIEURS DES ENERGIES RENOUVELABLES NF A1
"900085",INGENIEURS DES ENERGIES RENOUVELABLES NF A2,60,INGENIEURS DES ENERGIES RENOUVELABLES NF A2,"2_SG","17_SG",NON_FONCT,INGENIEURS DES ENERGIES RENOUVELABLES NF A2
"900086",GEOLOGUES NF A1,60,GEOLOGUES NF A1,"1_SG","17_SG",NON_FONCT,GEOLOGUES NF A1
"900087",INGENIEURS DU PETROLE NF A1,60,INGENIEURS DU PETROLE NF A1,"1_SG","17_SG",NON_FONCT,INGENIEURS DU PETROLE NF A1
"900088",INGENIEURS DU PETROLE NF A2,60,INGENIEURS DU PETROLE NF A2,"2_SG","17_SG",NON_FONCT,INGENIEURS DU PETROLE NF A2
"900089",INGENIEURS EN ENERGIE SOLAIRE NF A1,60,INGENIEURS EN ENERGIE SOLAIRE NF A1,"1_SG","17_SG",NON_FONCT,INGENIEURS EN ENERGIE SOLAIRE NF A1
"900090",INGENIEURS EN ENERGIE SOLAIRE NF A2,60,INGENIEURS EN ENERGIE SOLAIRE NF A2,"2_SG","17_SG",NON_FONCT,INGENIEURS EN ENERGIE SOLAIRE NF A2
"900091",HYDRAULOGUES NF A1,60,HYDRAULOGUES NF A1,"1_SG","17_SG",NON_FONCT,HYDRAULOGUES NF A1
"900092",HYDRAULOGUES NF A2,60,HYDRAULOGUES NF A2,"2_SG","17_SG",NON_FONCT,HYDRAULOGUES NF A2
"900093",INGENIEURS TECHNOLOGUES NF A1,60,INGENIEURS TECHNOLOGUES NF A1,"1_SG","17_SG",NON_FONCT,INGENIEURS TECHNOLOGUES NF A1
"900094",INGENIEURS TECHNOLOGUES NF A2,60,INGENIEURS TECHNOLOGUES NF A2,"2_SG","17_SG",NON_FONCT,INGENIEURS TECHNOLOGUES NF A2
"900095",ADMINISTRATEURS DES GREFFES NF REF A1,60,ADMINISTRATEURS DES GREFFES NF REF A1,"1_SG","11_SG",NON_FONCT,ADMINISTRATEURS DES GREFFES NF REF A1
"900096",INSPECTEURS DE L'EDUCATION SURVEILLEE ET DE LA PROTECTION SOCIALE NF REF A1,60,INSPECTEURS DE L'EDUCATION SURVEILLEE ET DE LA PROTECTION SOCIALE NF REF A1,"1_SG","11_SG",NON_FONCT,INSPECTEURS DE L'EDUCATION SURVEILLEE ET DE LA PROTECTION SOCIALE NF REF A1
"900097",GREFFIERS EN CHEF NF REF B1,60,GREFFIERS EN CHEF NF REF B1,"5_SG","11_SG",NON_FONCT,GREFFIERS EN CHEF NF REF B1
"900098",GREFFIERS NF REF B2,60,GREFFIERS NF REF B2,"6_SG","11_SG",NON_FONCT,GREFFIERS NF REF B2
"900099",INTERPRETES JUDICIAIRES NF REF B2,60,INTERPRETES JUDICIAIRES NF REF B2,"6_SG","11_SG",NON_FONCT,INTERPRETES JUDICIAIRES NF REF B2
"900100",ASSISTANTS DES GREFFES ET PARQUETS NF REF B2,60,ASSISTANTS DES GREFFES ET PARQUETS NF REF B2,"6_SG","11_SG",NON_FONCT,ASSISTANTS DES GREFFES ET PARQUETS NF REF B2
"900101",SECRETAIRES DES GREFFES ET PARQUETS NF REF C2,60,SECRETAIRES DES GREFFES ET PARQUETS NF REF C2,"10_SG","11_SG",NON_FONCT,SECRETAIRES DES GREFFES ET PARQUETS NF REF C2
"900102",DOCTEURS VETERINAIRES NF A2,60,DOCTEURS VETERINAIRES NF A2,"2_SG","21_SG",NON_FONCT,DOCTEURS VETERINAIRES NF A2
"900103",INGENIEURS EN ELEVAGE NF A1,60,INGENIEURS EN ELEVAGE NF A1,"1_SG","21_SG",NON_FONCT,INGENIEURS EN ELEVAGE NF A1
"900104",INGENIEURS EN ELEVAGE NF A2,60,INGENIEURS EN ELEVAGE NF A2,"2_SG","21_SG",NON_FONCT,INGENIEURS EN ELEVAGE NF A2
"900107",INGENIEURS DE CONCEPTION DES TELECOMMUNATIONS NF A1,60,INGENIEURS DE CONCEPTION DES TELECOMMUNATIONS NF A1,"1_SG","18_SG",NON_FONCT,INGENIEURS DE CONCEPTION DES TELECOMMUNATIONS NF A1
"900108",OPERATEURS RADIOS NF C1,60,OPERATEURS RADIOS NF C1,"9_SG","18_SG",NON_FONCT,OPERATEURS RADIOS NF C1
"900109",OUVRIERS EN MAINTENANCE INFORMATIQUE NF D3,60,OUVRIERS EN MAINTENANCE INFORMATIQUE NF D3,"14_SG","18_SG",NON_FONCT,OUVRIERS EN MAINTENANCE INFORMATIQUE NF D3
"900110",OUVRIERS TELEPHONES NF D3,60,OUVRIERS TELEPHONES NF D3,"14_SG","18_SG",NON_FONCT,OUVRIERS TELEPHONES NF D3
"900111",CONSEILLERS EN ORGANISATION NF A1,60,CONSEILLERS EN ORGANISATION NF A1,"1_SG","9_SG",NON_FONCT,CONSEILLERS EN ORGANISATION NF A1
"900112",CONSEILLERS EN ORGANISATION NF A2,60,CONSEILLERS EN ORGANISATION NF A2,"2_SG","9_SG",NON_FONCT,CONSEILLERS EN ORGANISATION NF A2
"900113",PILOTES DE BAC NF B4,60,PILOTES DE BAC NF B4,"8_SG","22_SG",NON_FONCT,PILOTES DE BAC NF B4
"900114",CHEFS DE BAC NF C1,60,CHEFS DE BAC NF C1,"9_SG","22_SG",NON_FONCT,CHEFS DE BAC NF C1
"900117",TECHNICIENS SUPERIEURS GEOMETRES NF B2,60,TECHNICIENS SUPERIEURS GEOMETRES NF B2,"6_SG","14_SG",NON_FONCT,TECHNICIENS SUPERIEURS GEOMETRES NF B2
"900118",TECHNICIENS GEOMETRES NF B4,60,TECHNICIENS GEOMETRES NF B4,"8_SG","14_SG",NON_FONCT,TECHNICIENS GEOMETRES NF B4
"900119",DESSINATEURS NF C1,60,DESSINATEURS NF C1,"9_SG","14_SG",NON_FONCT,DESSINATEURS NF C1
"900120",GEOMETRES-TOPOGRAPHES  NF B1,60,GEOMETRES-TOPOGRAPHES  NF B1,"5_SG","14_SG",NON_FONCT,GEOMETRES-TOPOGRAPHES  NF B1
"900121",AIDES-TOPOGRAPHES NF C3,60,AIDES-TOPOGRAPHES NF C3,"11_SG","14_SG",NON_FONCT,AIDES-TOPOGRAPHES NF C3
"900122",AIDES-TOPOGRAPHES NF D3,60,AIDES-TOPOGRAPHES NF D3,"14_SG","14_SG",NON_FONCT,AIDES-TOPOGRAPHES NF D3
"900123",INGENIEURS TOPOGRAPHES NF A2,60,INGENIEURS TOPOGRAPHES NF A2,"2_SG","14_SG",NON_FONCT,INGENIEURS TOPOGRAPHES NF A2
"900124",TOPOGRAPHES NF B4,60,TOPOGRAPHES NF B4,"8_SG","14_SG",NON_FONCT,TOPOGRAPHES NF B4
"900125",SPECIALISTES DU CADASTRE NF A2,60,SPECIALISTES DU CADASTRE NF A2,"2_SG","14_SG",NON_FONCT,SPECIALISTES DU CADASTRE NF A2
"900126",MEDIATEURS FAMILIAUX ET COMMUNAUTAIRES NF A3,60,MEDIATEURS FAMILIAUX ET COMMUNAUTAIRES NF A3,"3_SG","66_SG",NON_FONCT,MEDIATEURS FAMILIAUX ET COMMUNAUTAIRES NF A3
"900127",SPECIALISTES EN GESTION HOTELIERES NF A3,60,SPECIALISTES EN GESTION HOTELIERES NF A3,"3_SG","35_SG",NON_FONCT,SPECIALISTES EN GESTION HOTELIERES NF A3
"900128",SPECIALISTES EN RESTAURATION NF C1,60,SPECIALISTES EN RESTAURATION NF C1,"9_SG","35_SG",NON_FONCT,SPECIALISTES EN RESTAURATION NF C1
"900129",LINGERES NF D3,60,LINGERES NF D3,"14_SG","35_SG",NON_FONCT,LINGERES NF D3
"900130",INGENIEURS DES TRAVAUX DE LA PLANIFICATION NF REF A3,60,INGENIEURS DES TRAVAUX DE LA PLANIFICATION NF REF A3,"3_SG","10_SG",NON_FONCT,INGENIEURS DES TRAVAUX DE LA PLANIFICATION NF REF A3
"900131",SPECIALISTES EN PROGRAMME ET PROJET DE POPULATION NF A1,60,SPECIALISTES EN PROGRAMME ET PROJET DE POPULATION NF A1,"1_SG","10_SG",NON_FONCT,SPECIALISTES EN PROGRAMME ET PROJET DE POPULATION NF A1
"900132",SPECIALISTES EN PROGRAMME ET PROJET DE POPULATION NF A2,60,SPECIALISTES EN PROGRAMME ET PROJET DE POPULATION NF A2,"2_SG","10_SG",NON_FONCT,SPECIALISTES EN PROGRAMME ET PROJET DE POPULATION NF A2
"900133",STATICIENS-ECONOMISTES NF A2,60,STATICIENS-ECONOMISTES NF A2,"2_SG","10_SG",NON_FONCT,STATICIENS-ECONOMISTES NF A2
"900134",STATICIENS NF A2,60,STATICIENS NF A2,"2_SG","10_SG",NON_FONCT,STATICIENS NF A2
"900135",STATICIENS NF A3,60,STATICIENS NF A3,"3_SG","10_SG",NON_FONCT,STATICIENS NF A3
"900136",TECHNICIENS CARTOGRAPHES NF REF B4,60,TECHNICIENS CARTOGRAPHES NF REF B4,"8_SG","13_SG",NON_FONCT,TECHNICIENS CARTOGRAPHES NF REF B4
"900137",MEDIATEURS PEDAGOGIGUES  NF REF B1,60,MEDIATEURS PEDAGOGIGUES  NF REF B1,"5_SG","28_SG",NON_FONCT,MEDIATEURS PEDAGOGIGUES  NF REF B1
"900138",MEDIATEURS PEDAGOGIGUES  NF REF A3,60,MEDIATEURS PEDAGOGIGUES  NF REF A3,"1_SG","28_SG",NON_FONCT,MEDIATEURS PEDAGOGIGUES  NF REF A3
"900139",ANIMATEURS CULTURELS NF REF B1,60,ANIMATEURS CULTURELS NF REF B1,"5_SG","32_SG",NON_FONCT,ANIMATEURS CULTURELS NF REF B1
"900140",AGENTS TECHNIQUES DE LA COOPERATION NF C2,60,AGENTS TECHNIQUES DE LA COOPERATION NF C2,"10_SG","26_SG",NON_FONCT,AGENTS TECHNIQUES DE LA COOPERATION NF C2
"900141",VERIFICATEURS QUALITE NF B2,60,VERIFICATEURS QUALITE NF B2,"6_SG","3_SG",NON_FONCT,VERIFICATEURS QUALITE NF B2
"900143",TECHNICIENS SUPERIEURS EN MARKETING NF B2,60,TECHNICIENS SUPERIEURS EN MARKETING NF B2,"6_SG","3_SG",NON_FONCT,TECHNICIENS SUPERIEURS EN MARKETING NF B2
"900144",TECHNICIENS EN MARKETING NF B4,60,TECHNICIENS EN MARKETING NF B4,"8_SG","3_SG",NON_FONCT,TECHNICIENS EN MARKETING NF B4
"900145",ARCHIVISTES NF B1,60,ARCHIVISTES NF B1,"5_SG","6_SG",NON_FONCT,ARCHIVISTES NF B1
"900146",DOCUMENTALISTES NF B1,60,DOCUMENTALISTES NF B1,"5_SG","6_SG",NON_FONCT,DOCUMENTALISTES NF B1
"900147",BIBLIOTHECAIRES NF B1,60,BIBLIOTHECAIRES NF B1,"5_SG","6_SG",NON_FONCT,BIBLIOTHECAIRES NF B1
"900148",AGENTS TECHNIQUES DE L'AERONAUTIQUE CIVILE NF C3,60,AGENTS TECHNIQUES DE L'AERONAUTIQUE CIVILE NF C3,"11_SG","16_SG",NON_FONCT,AGENTS TECHNIQUES DE L'AERONAUTIQUE CIVILE NF C3
"900149",AGENTS TECHNIQUES DES AFFAIRES JURIDIQUES NF REF B4,60,AGENTS TECHNIQUES DES AFFAIRES JURIDIQUES NF REF B4,"8_SG","67-SG",NON_FONCT,AGENTS TECHNIQUES DES AFFAIRES JURIDIQUES NF REF B4
"900151",INGENIEURS AGRO-ALIMENTAIRE  NF A1,60,INGENIEURS AGRO-ALIMENTAIRE  NF A1,"1_SG","27_SG",NON_FONCT,INGENIEURS AGRO-ALIMENTAIRE  NF A1
"900152",INGENIEURS AGRO-ALIMENTAIRE  NF A2,60,INGENIEURS AGRO-ALIMENTAIRE  NF A2,"2_SG","27_SG",NON_FONCT,INGENIEURS AGRO-ALIMENTAIRE  NF A2
"900153",INGENIEURS AGRO-ALIMENTAIRE  NF A3,60,INGENIEURS AGRO-ALIMENTAIRE  NF A3,"3_SG","27_SG",NON_FONCT,INGENIEURS AGRO-ALIMENTAIRE  NF A3
"900154",INGENIEURS DE CONCEPTION EN INDUSTRIE ALIMENTAIRE NF A1,60,INGENIEURS DE CONCEPTION EN INDUSTRIE ALIMENTAIRE NF A1,"1_SG","27_SG",NON_FONCT,INGENIEURS DE CONCEPTION EN INDUSTRIE ALIMENTAIRE NF A1
"900155",INGENIEURS DE CONCEPTION EN INDUSTRIE ALIMENTAIRE NF A2,60,INGENIEURS DE CONCEPTION EN INDUSTRIE ALIMENTAIRE NF A2,"2_SG","27_SG",NON_FONCT,INGENIEURS DE CONCEPTION EN INDUSTRIE ALIMENTAIRE NF A2
"900156",INGENIEURS DE CONCEPTION EN INDUSTRIE ALIMENTAIRE NF A3,60,INGENIEURS DE CONCEPTION EN INDUSTRIE ALIMENTAIRE NF A3,"3_SG","27_SG",NON_FONCT,INGENIEURS DE CONCEPTION EN INDUSTRIE ALIMENTAIRE NF A3
"900157",ANIMATEURS NF REF A3,60,ANIMATEURS NF REF A3,"3_SG","25_SG",NON_FONCT,ANIMATEURS NF REF A3
"900158",TECHNICIENS SUPERIEURS EN ARCHITECTURE NF B2,60,TECHNICIENS SUPERIEURS EN ARCHITECTURE NF B2,"6_SG","15_SG",NON_FONCT,TECHNICIENS SUPERIEURS EN ARCHITECTURE NF B2
"900159",URBANISTES NF A3,60,URBANISTES NF A3,"3_SG","15_SG",NON_FONCT,URBANISTES NF A3
"900160",URBANISTES NF B1,60,URBANISTES NF B1,"5_SG","15_SG",NON_FONCT,URBANISTES NF B1
"900161",ENVIRONNEMENTALISTES NF A1,60,ENVIRONNEMENTALISTES NF A1,"1_SG","15_SG",NON_FONCT,ENVIRONNEMENTALISTES NF A1
"900162",ENVIRONNEMENTALISTES NF A2,60,ENVIRONNEMENTALISTES NF A2,"2_SG","15_SG",NON_FONCT,ENVIRONNEMENTALISTES NF A2
"900163",ENVIRONNEMENTALISTES NF A3,60,ENVIRONNEMENTALISTES NF A3,"3_SG","15_SG",NON_FONCT,ENVIRONNEMENTALISTES NF A3
"900164",ENVIRONNEMENTALISTES NF B1,60,ENVIRONNEMENTALISTES NF B1,"5_SG","15_SG",NON_FONCT,ENVIRONNEMENTALISTES NF B1
"900165",AMENAGISTES NF A1,60,AMENAGISTES NF A1,"1_SG","15_SG",NON_FONCT,AMENAGISTES NF A1
"900166",AMENAGISTES NF A2,60,AMENAGISTES NF A2,"2_SG","15_SG",NON_FONCT,AMENAGISTES NF A2
"900167",AMENAGISTES NF A3,60,AMENAGISTES NF A3,"3_SG","15_SG",NON_FONCT,AMENAGISTES NF A3
"900168",AMENAGISTES NF B1,60,AMENAGISTES NF B1,"5_SG","15_SG",NON_FONCT,AMENAGISTES NF B1
"900169",ARCHITECTES NF A1,60,ARCHITECTES NF A1,"1_SG","15_SG",NON_FONCT,ARCHITECTES NF A1
"900169gct",Gestionnaire des collectivités territoriale nf MEPM,60,Gestionnaire des collectivités territoriale nf MEPM,"1_SG","15_SG",NON_FONCT,Gestionnaire des collectivités territoriale nf MEPM
"900170",ARCHITECTES NF A2,60,ARCHITECTES NF A2,"2_SG","15_SG",NON_FONCT,ARCHITECTES NF A2
"900171",ARCHITECTES NF A3,60,ARCHITECTES NF A3,"3_SG","15_SG",NON_FONCT,ARCHITECTES NF A3
"900172",ARCHITECTES NF B1,60,ARCHITECTES NF B1,"5_SG","15_SG",NON_FONCT,ARCHITECTES NF B1
"900173","ARCHITECTES, URBANISTES, AMENAGISTES, HORTICULTEURS ET PAYSAGISTES ADJOINTS NF REF B1",60,"ARCHITECTES, URBANISTES, AMENAGISTES, HORTICULTEURS ET PAYSAGISTES ADJOINTS NF REF B1","5_SG","15_SG",NON_FONCT,"ARCHITECTES, URBANISTES, AMENAGISTES, HORTICULTEURS ET PAYSAGISTES ADJOINTS NF REF B1"
"900174",TECHNICIENS SUPERIEURS EN GESTION DES COLLECTIVITES TERRITORIALES NF B2,60,TECHNICIENS SUPERIEURS EN GESTION DES COLLECTIVITES TERRITORIALES NF B2,"6_SG","15_SG",NON_FONCT,TECHNICIENS SUPERIEURS EN GESTION DES COLLECTIVITES TERRITORIALES NF B2
"900175",TECHNICIENS SUPERIEUR EN GENIE CIVIL B2 NF REF,60,TECHNICIENS SUPERIEUR EN GENIE CIVIL B2 NF REF,"6_SG","12_SG",NON_FONCT,TECHNICIENS SUPERIEUR EN GENIE CIVIL B2 NF REF
"900176",TECHNICIENS EN GENIE CIVIL B4 NF REF,60,TECHNICIENS EN GENIE CIVIL B4 NF REF,"8_SG","12_SG",NON_FONCT,TECHNICIENS EN GENIE CIVIL B4 NF REF
"900177",RELIEURS NF D3,60,RELIEURS NF D3,"14_SG","5_SG",NON_FONCT,RELIEURS NF D3
"900178",RELIEURS NF C3,60,RELIEURS NF C3,"11_SG","5_SG",NON_FONCT,RELIEURS NF C3
"900200",INGENIEUR DU GENIE CIVIL NF REF A1,60,INGENIEUR DU GENIE CIVIL NF REF A1,"1_SG","12_SG",NON_FONCT,INGENIEUR DU GENIE CIVIL NF REF A1
"900201",INGENIEUR DU GENIE CIVIL NF REF A2,60,INGENIEUR DU GENIE CIVIL NF REF A2,"2_SG","12_SG",NON_FONCT,INGENIEUR DU GENIE CIVIL NF REF A2
"900202",EDUCATEURS SPECIALISES NF REF B1,60,EDUCATEURS SPECIALISES NF REF B1,"5_SG","11_SG",NON_FONCT,EDUCATEURS SPECIALISES NF REF B1
"900300",DESSINATEURS NF C3,60,DESSINATEURS NF C3,"11_SG","14_SG",NON_FONCT,DESSINATEURS NF C3
"900301",ELECTROMECANICIENS NF B2,60,ELECTROMECANICIENS NF B2,"6_SG","12_SG",NON_FONCT,ELECTROMECANICIENS NF B2
"900302",TECHNICIENS EN GENIE SANITAIRE NF B4,60,TECHNICIENS EN GENIE SANITAIRE NF B4,"8_SG","20_SG",NON_FONCT,TECHNICIENS EN GENIE SANITAIRE NF B4
"900303",INGENIEURS GEOGRAPHES CARTOGRAPHES A3,60,INGENIEURS GEOGRAPHES CARTOGRAPHES A3,"3_SG","13_SG",FONCT,INGENIEURS GEOGRAPHES CARTOGRAPHES A3
"900304",AGENT DECISIONNAIRE B2,60,AGENT DECISIONNAIRE B2,"6_SG","1_SG",NON_FONCT,AGENT DECISIONNAIRE B2
"900305",INGENIEURS GEOGRAPHES CARTOGRAPHES A3 NF REF,60,INGENIEURS GEOGRAPHES CARTOGRAPHES A3,"3_SG","13_SG",FONCT,INGENIEURS GEOGRAPHES CARTOGRAPHES A3 NF REF
"900400",Dessinateur NF,60,Dessinateur NF,"8_SG","14_SG",NON_FONCT,Dessinateur NF
"90050",COMPTABLES NF C1,60,COMPTABLES NF C1,"9_SG","1_SG",NON_FONCT,COMPTABLES NF C1
"900500",AIDES-TOPOGRAPHES NF B4,60,AIDES-TOPOGRAPHES NF B4,"8_SG","14_SG",NON_FONCT,AIDES-TOPOGRAPHES NF B4
"90051",COMPTABLES NF B4,60,COMPTABLES NF B4,"8_SG","1_SG",NON_FONCT,COMPTABLES NF B4
"90053",Opérateur radio D1,60,Opérateur radio D1,"12_SG","18_SG",NON_FONCT,Opérateur radio D1
"900900",INGENIEUR INDUSTRIEL A1  NF REF,60,INGENIEUR INDUSTRIEL A1  NF REF,"1_SG","17_SG",NON_FONCT,INGENIEUR INDUSTRIEL A1  NF REF
"900901",INGENIEUR INDUSTRIEL A2 NF REF,60,INGENIEUR INDUSTRIEL A2 NF REF,"2_SG","17_SG",NON_FONCT,INGENIEUR INDUSTRIEL A2 NF REF
"91_SG",INFIRMIERS D’ETAT B4,60,Infirmiers d’Etat,"8_SG","20_SG",FONCT,INFIRMIERS D’ETAT B4
"944_SG",EDUCATEURS SPECIALISES NF REF,60,Educateurs specialises NF REF,"5_SG","28_SG",ENS_NON_FONCT,EDUCATEURS SPECIALISES NF REF
"946_SG",CONSEILLERS CULTURELS NF REF,60,Conseillers culturels NF REF,"5_SG","32_SG",ENS_NON_FONCT,CONSEILLERS CULTURELS NF REF
CPS900104,Ingénieur biologiste,60,Ingénieur biologiste,"2_SG","21_SG",NON_FONCT,Ingénieur biologiste
CPS900176,Technicien en électromécanique,60,Technicien en électromécanique,"8_SG","12_SG",NON_FONCT,Technicien en électromécanique
CPS900304,Technicien supérieur en comptabilité B2 NF,60,Technicien supérieur en comptabilité B2 NF,"6_SG","1_SG",NON_FONCT,Technicien supérieur en comptabilité B2 NF
cpstest1,corps test,60,test,"1_SG","38_SG",NON_FONCT,cpstest1
EMS900176,Electromécanicien NF,60,Electromécanicien NF,"8_SG","12_SG",NON_FONCT,Electromécanicien NF
ITBNF,INGENIEURS TECHNOLOGUES BILOGISTES NF,60,INGENIEURS TECHNOLOGUES BILOGISTES NF,"3_SG","20_SG",NON_FONCT,INGENIEUR TECHNOLOGUE BILOGISTE NF
testcps,test corps,60,test corps,"1_SG","38_SG",FONCT,test corps
testecorps,testajoucorps,60,testajoucorps,"1_SG","11_SG",NON_FONCT,testajoucorps
tsenb,Technicien supérieur en notariat NF B2,60,Technicien supérieur en notariat NF B2,"6_SG","1_SG",NON_FONCT,Technicien supérieur en notariat NF B2
tsesgi,Technicien supérieur en S.I.G. NF B2,60,Technicien supérieur en S.I.G. NF B2,"6_SG","14_SG",NON_FONCT,Technicien supérieur en S.I.G. NF B2
