"cps_code","cps_libelle","cps_age_retraite","cps_description","cps_hierarchie_code","cps_cadre_code","cps_typecorps_code","cps_libelle_singulier"
"62200",PREVENTIONNISTES A3 NF,60,PREVENTIONNISTES A3 NF,"3_SG","62_SG",NON_FONCT,PREVENTIONNISTES A3 NF
"62550",PREVENTIONNISTES B4 NF,60,PREVENTIONNISTES B4 NF,"8_SG","62_SG",NON_FONCT,PREVENTIONNISTES B4 NF
"62750",PREVENTIONNISTES C3 NF,60,PREVENTIONNISTES C3 NF,"11_SG","62_SG",NON_FONCT,PREVENTIONNISTES C3 NF
"66025",CONSEILLERS EN TRAVAIL SOCIAL A1,60,CONSEILLERS EN TRAVAIL SOCIAL A1,"1_SG","66_SG",FONCT,CONSEILLERS EN TRAVAIL SOCIAL A1
"66026",CONSEILLERS EN TRAVAIL SOCIAL NF REF A1,60,CONSEILLERS EN TRAVAIL SOCIAL NF REF A1,"1_SG","66_SG",NON_FONCT,CONSEILLERS EN TRAVAIL SOCIAL NF REF A1
"66101",CONSEILLERS EN TRAVAIL SOCIAL A2,60,CONSEILLERS EN TRAVAIL SOCIAL A2,"2_SG","66_SG",FONCT,CONSEILLERS EN TRAVAIL SOCIAL A2
"66102",CONSEILLERS EN TRAVAIL SOCIAL NF REF A2,60,CONSEILLERS EN TRAVAIL SOCIAL NF REF A2,"2_SG","66_SG",NON_FONCT,CONSEILLERS EN TRAVAIL SOCIAL NF REF A2
"66301",TRAVAILLEURS SOCIAUX SPECIALISES B1,60,TRAVAILLEURS SOCIAUX SPECIALISES B1,"5_SG","66_SG",FONCT,TRAVAILLEURS SOCIAUX SPECIALISES B1
"66302",TRAVAILLEURS SOCIAUX SPECIALISES NF REF B1,60,TRAVAILLEURS SOCIAUX SPECIALISES NF REF B1,"5_SG","66_SG",NON_FONCT,TRAVAILLEURS SOCIAUX SPECIALISES NF REF B1
"66303",MEDIATEURS FAMILIAUX ET COMMUNAUTAIRES B1,60,MEDIATEURS FAMILIAUX ET COMMUNAUTAIRES B1,"5_SG","66_SG",FONCT,MEDIATEURS FAMILIAUX ET COMMUNAUTAIRES B1
"66304",MEDIATEURS FAMILIAUX ET COMMUNAUTAIRES NF REF,60,MEDIATEURS FAMILIAUX ET COMMUNAUTAIRES NF REF,"5_SG","66_SG",NON_FONCT,MEDIATEURS FAMILIAUX ET COMMUNAUTAIRES NF REF
"69_SG","TECHNICIENS SUPERIEURS ARCHITECTES, URBANISTES, AMENAGISTES, HORTICULTEURS ET PAYSAGISTES",60,"Techniciens supérieurs Architectes, urbanistes, aménagistes, horticulteurs et paysagistes","6_SG","15_SG",FONCT,"TECHNICIENS SUPERIEURS ARCHITECTES, URBANISTES, AMENAGISTES, HORTICULTEURS ET PAYSAGISTE"
"70000",GREFFIERS A2,60,GREFFIERS A2,"2_SG","11_SG",FONCT,GREFFIERS A2
"71201",PROFESSEURS DE COLLEGE D'ENSEIGNEMENT MOYEN EN EDUCATION PHYSIQUE ET SPORTIVE NF REF,60,PROFESSEURS DE COLLEGE D'ENSEIGNEMENT MOYEN EN EDUCATION PHYSIQUE ET SPORTIVE,"6_SG","29_SG",ENS_NON_FONCT,PROFESSEURS DE COLLEGE D'ENSEIGNEMENT MOYEN EN EDUCATION PHYSIQUE ET SPORTIVE NF REF
"712011",PROFESSEURS DE COLLEGE D'ENSEIGNEMENT MOYEN EN EDUCATION PHYSIQUE ET SPORTIVE,60,PROFESSEURS DE COLLEGE D'ENSEIGNEMENT MOYEN EN EDUCATION PHYSIQUE ET SPORTIVE,"6_SG","29_SG",ENS_FONCT,PROFESSEURS DE COLLEGE D'ENSEIGNEMENT MOYEN EN EDUCATION PHYSIQUE ET SPORTIVE
"75_SG",AGENTS TECHNIQUES  DE L’AERONAUTIQUE CIVILE,60,Agents techniques  de l’aéronautique civile,"10_SG","16_SG",FONCT,AGENTS TECHNIQUES  DE L’AERONAUTIQUE CIVILE
"77888",MAITRES CONTRACTUELS,60,MAITRES CONTRACTUELS,"6_SG","28_SG",ENS_FONCT,MAITRES CONTRACTUEL
"77889",PROFESSEURS CONTRACTUELS,60,PROFESSEURS CONTRACTUELS,"1_SG","28_SG",ENS_FONCT,PROFESSEURS CONTRACTUEL
"77890",CONTRACTUELS CHARGES DE COURS,60,CONTRACTUELS CHARGES DE COURS,"6_SG","28_SG",ENS_FONCT,CONTRACTUELS CHARGES DE COUR
"80000",POLITOLOGUES NF,60,POLITOLOGUES NF,"2_SG","1_SG",NON_FONCT,POLITOLOGUES NF
"80001",SPECIALISTES EN GESTION DURABLE DES TERRES NF,60,SPECIALISTES EN GESTION DURABLE DES TERRES NF,"2_SG","1_SG",NON_FONCT,SPECIALISTES EN GESTION DURABLE DES TERRES NF
"800010",TECHNICIENS SUPERIEURS DES TRANSPORTS NF REF,60,TECHNICIENS SUPERIEURS DES TRANSPORTS NF REF,"6_SG","12_SG",NON_FONCT,TECHNICIENS SUPERIEURS DES TRANSPORTS NF REF
"800011",TECHNICIENS EN MAINTENANCE METALLIQUE NF ,60,TECHNICIENS EN MAINTENANCE METALLIQUE NF ,"9_SG","12_SG",NON_FONCT,TECHNICIENS EN MAINTENANCE METALLIQUE NF 
"800012",INGENIEURS EN ENERGIE ELECTRIQUE NF,60,INGENIEURS EN ENERGIE ELECTRIQUE NF,"2_SG","12_SG",NON_FONCT,INGENIEURS EN ENERGIE ELECTRIQUE NF
"800013",INGENIEURS EN GENIE MECANIQUE NF,60,INGENIEURS EN GENIE MECANIQUE NF,"2_SG","12_SG",NON_FONCT,INGENIEURS EN GENIE MECANIQUE NF
"800014",TECHNICIENS EN OUVRAGE METALLIQUE NF,60,TECHNICIENS EN OUVRAGE METALLIQUE NF,"9_SG","12_SG",NON_FONCT,TECHNICIENS EN OUVRAGE METALLIQUE NF
"800015",TECHNICIENS EN MAINTENANCE MECANIQUE NF,60,TECHNICIENS EN MAINTENANCE MECANIQUE NF,"6_SG","12_SG",NON_FONCT,TECHNICIENS EN MAINTENANCE MECANIQUE NF
"800016",TECHNICIENS SUPERIEURS EN MAINTENANCE DES ENGINS LOURDS NF,60,TECHNICIENS SUPERIEURS EN MAINTENANCE DES ENGINS LOURDS NF,"6_SG","12_SG",NON_FONCT,TECHNICIENS SUPERIEURS EN MAINTENANCE DES ENGINS LOURDS NF
"800017",TECHNICIENS SUPERIEURS EN ELECTRONIQUE NF,60,TECHNICIENS SUPERIEURS EN ELECTRONIQUE NF,"6_SG","12_SG",NON_FONCT,TECHNICIENS SUPERIEURS EN ELECTRONIQUE NF
"800018",MAINTENANCIERS EN MECANIQUE NF,60,MAINTENANCIERS EN MECANIQUE NF,"11_SG","12_SG",NON_FONCT,MAINTENANCIERS EN MECANIQUE NF
"800019",TECHNICIENS SUPERIEURS EN MANAGEMENT DU TRANSPORT FERROVIAIRE NF,60,TECHNICIENS SUPERIEURS EN MANAGEMENT DU TRANSPORT FERROVIAIRE NF,"6_SG","12_SG",NON_FONCT,TECHNICIENS SUPERIEURS EN MANAGEMENT DU TRANSPORT FERROVIAIRE NF
"80002",ASSISTANTS EN GESTION PME/PMI NF,60,ASSISTANTS EN GESTION PME/PMI NF,"6_SG","1_SG",NON_FONCT,ASSISTANTS EN GESTION PME/PMI NF
"800020",MECANICIENS NF,60,MECANICIENS NF,"6_SG","12_SG",NON_FONCT,MECANICIENS NF
"800021",AGENTS TECHNIQUES DU BATIMENT NF,60,AGENTS TECHNIQUES DU BATIMENT NF,"8_SG","12_SG",NON_FONCT,AGENTS TECHNIQUES DU BATIMENT NF
"800022",GEOMATICIENS B2,60,GEOMATICIENS B2,"6_SG","14_SG",NON_FONCT,GEOMATICIENS B2
"800023",TECHNICIENS SUPERIEURS EN GEOMATIQUE NF,60,TECHNICIENS SUPERIEURS EN GEOMATIQUE NF,"6_SG","14_SG",NON_FONCT,TECHNICIENS SUPERIEURS EN GEOMATIQUE NF
"800024",INGENIEURS DES TRAVAUX DE L'AMENAGEMENT DU TERRITOIRE ET DE LA GESTION URBAINE NF,60,INGENIEURS DES TRAVAUX DE L'AMENAGEMENT DU TERRITOIRE ET DE LA GESTION URBAINE NF,"3_SG","15_SG",NON_FONCT,INGENIEURS DES TRAVAUX DE L'AMENAGEMENT DU TERRITOIRE ET DE LA GESTION URBAINE NF
"800026","TECHNICIENS SUPERIEURS EN HYGIENE, SECURITE ET ENVIRONNEMENT NF",60,"TECHNICIENS SUPERIEURS EN HYGIENE, SECURITE ET ENVIRONNEMENT NF","6_SG","15_SG",NON_FONCT,"TECHNICIENS SUPERIEURS EN HYGIENE, SECURITE ET ENVIRONNEMENT NF"
"800027",INGENIEURS EN DEVELOPPEMENT LOCAL NF,60,INGENIEURS EN DEVELOPPEMENT LOCAL NF,"2_SG","15_SG",NON_FONCT,INGENIEURS EN DEVELOPPEMENT LOCAL NF
"800028",INGENIEURS HYDROGEOLOGUES NF,60,INGENIEURS HYDROGEOLOGUES NF,"5_SG","17_SG",NON_FONCT,INGENIEURS HYDROGEOLOGUES NF
"800029",INGENIEURS HYDROGEOLOGUES NF,60,INGENIEURS HYDROGEOLOGUES NF,"3_SG","17_SG",NON_FONCT,INGENIEURS HYDROGEOLOGUES NF
"80003",SPECIALISTES EN COMMUNICATION NF,60,SPECIALISTES EN COMMUNICATION NF,"2_SG","1_SG",NON_FONCT,SPECIALISTES EN COMMUNICATION NF
"800030",INGENIEURS HYDROGEOLOGUES NF,60,INGENIEURS HYDROGEOLOGUES NF,"2_SG","17_SG",NON_FONCT,INGENIEURS HYDROGEOLOGUES NF
"800031",GEOLOGUES NF A2,60,GEOLOGUES NF A2,"2_SG","17_SG",NON_FONCT,GEOLOGUES NF
"800032",TECHNICIENS SUPERIEURS EN TELECOMMUNICATION ET RESEAUX NF,60,TECHNICIENS SUPERIEURS EN TELECOMMUNICATION ET RESEAUX NF,"6_SG","18_SG",NON_FONCT,TECHNICIENS SUPERIEURS EN TELECOMMUNICATION ET RESEAUX NF
"800033",SPECIALISTES EN SANTE NF,60,SPECIALISTES EN SANTE NF,"2_SG","20_SG",NON_FONCT,SPECIALISTES EN SANTE NF
"800034",ADMINISTRATEURS EN SANTE PUBLIQUE NF,60,ADMINISTRATEURS EN SANTE PUBLIQUE NF,"2_SG","20_SG",NON_FONCT,ADMINISTRATEURS EN SANTE PUBLIQUE NF
"800035",TECHNICIENS SUPERIEURS EN INDUSTRIE AGROALIMENTAIRE NF,60,TECHNICIENS SUPERIEURS EN INDUSTRIE AGROALIMENTAIRE NF,"6_SG","27_SG",NON_FONCT,TECHNICIENS SUPERIEURS EN INDUSTRIE AGROALIMENTAIRE NF
"800036",INGENIEURS DES TRAVAUX DE L'AGRONOMIE NF,60,INGENIEURS DES TRAVAUX DE L'AGRONOMIE NF,"5_SG","27_SG",NON_FONCT,INGENIEURS DES TRAVAUX DE L'AGRONOMIE NF
"800037",TECHNICIENS SUPERIEURS EN INDUSTRIE CHIMIQUE ET AGROALIMENTAIRE NF,60,TECHNICIENS SUPERIEURS EN INDUSTRIE CHIMIQUE ET AGROALIMENTAIRE NF,"6_SG","27_SG",NON_FONCT,TECHNICIENS SUPERIEURS EN INDUSTRIE CHIMIQUE ET AGROALIMENTAIRE NF
"800038",CADRES EN COMMERCE NF,60,CADRES EN COMMERCE NF,"3_SG","3_SG",NON_FONCT,CADRES EN COMMERCE NF
"800039",CADRES EN COMMERCE NF,60,CADRES EN COMMERCE NF,"2_SG","3_SG",NON_FONCT,CADRES EN COMMERCE NF
"80004",SPECIALISTES EN PASSATION DES MARCHES NF,60,SPECIALISTES EN PASSATION DES MARCHES NF,"2_SG","1_SG",NON_FONCT,SPECIALISTES EN PASSATION DES MARCHES NF
"800040",TECHNICIENS SUPERIEURS EN COMMERCE NF,60,TECHNICIENS SUPERIEURS EN COMMERCE NF,"6_SG","3_SG",NON_FONCT,TECHNICIENS SUPERIEURS EN COMMERCE NF
"800041",TECHNICIENS EN HABILLEMENT NF,60,TECHNICIENS EN HABILLEMENT NF,"11_SG","35_SG",NON_FONCT,TECHNICIENS EN HABILLEMENT NF
"800042",SPECIALISTES EN TOURISME ET HOTELLERIE NF,60,SPECIALISTES EN TOURISME ET HOTELLERIE NF,"5_SG","35_SG",NON_FONCT,SPECIALISTES EN TOURISME ET HOTELLERIE NF
"800043",COIFFEURS NF,60,COIFFEURS NF,"11_SG","35_SG",NON_FONCT,COIFFEURS NF
"800044",ECONOMISTES NF,60,ECONOMISTES NF,"2_SG","9_SG",NON_FONCT,ECONOMISTES NF
"800045",ANALYSTES FINANCIERS NF,60,ANALYSTES FINANCIERS NF,"2_SG","9_SG",NON_FONCT,ANALYSTES FINANCIERS NF
"800046",SPECIALISTES EN SUIVI-EVALUATION NF,60,SPECIALISTES EN SUIVI-EVALUATION NF,"2_SG","9_SG",NON_FONCT,SPECIALISTES EN SUIVI-EVALUATION NF
"800047",PLANIFICATEURS NF,60,PLANIFICATEURS NF,"3_SG","9_SG",NON_FONCT,PLANIFICATEURS NF
"80005",GESTIONNAIRE NF,60,GESTIONNAIRE NF,"5_SG","1_SG",NON_FONCT,GESTIONNAIRE NF
"80006",INGENIEURS DU TRANSPORT NF,60,INGENIEURS DU TRANSPORT NF,"3_SG","12_SG",NON_FONCT,INGENIEURS DU TRANSPORT NF
"80007",TECHNICIENS SUPERIEURS EN ELECTRICITE ET ELECTRONIQUE AUTOMOBILE NF,60,TECHNICIENS SUPERIEURS EN ELECTRICITE ET ELECTRONIQUE AUTOMOBILE NF,"6_SG","12_SG",NON_FONCT,TECHNICIENS SUPERIEURS EN ELECTRICITE ET ELECTRONIQUE AUTOMOBILE NF
"80008",TECHNICIENS SUPERIEURS EN MAINTENANCE FERROVIAIRE NF,60,TECHNICIENS SUPERIEURS EN MAINTENANCE FERROVIAIRE NF,"6_SG","12_SG",NON_FONCT,TECHNICIENS SUPERIEURS EN MAINTENANCE FERROVIAIRE NF
"80009",TECHNICIENS EN OUVRAGE METALLIQUE NF,60,TECHNICIENS EN OUVRAGE METALLIQUE NF,"8_SG","12_SG",NON_FONCT,TECHNICIENS EN OUVRAGE METALLIQUE NF
"80302",SECRETAIRES DE DIRECTION NF,60,SECRETAIRES DE DIRECTION NF,"1000_SG","37_SG",NON_FONCT,SECRETAIRES DE DIRECTION NF
"80350",SECRETAIRES STENODACTYLOGRAPHES CORRESPONDANCIERS NIVEAU A NF,60,SECRETAIRES STENODACTYLOGRAPHES CORRESPONDANCIERS NIVEAU A NF,"1000_SG","37_SG",NON_FONCT,SECRETAIRES STENODACTYLOGRAPHES CORRESPONDANCIERS NIVEAU A NF
"80354",SECRETAIRES STENODACTYLOGRAPHES CORRESPONDANCIERS NIVEAU B NF,60,SECRETAIRES STENODACTYLOGRAPHES CORRESPONDANCIERS NIVEAU B NF,"1000_SG","37_SG",NON_FONCT,SECRETAIRES STENODACTYLOGRAPHES CORRESPONDANCIERS NIVEAU B NF
"80650",SECRETAIRES STENOTYPISTES NF,60,SECRETAIRES STENOTYPISTES NF,"1000_SG","37_SG",NON_FONCT,SECRETAIRES STENOTYPISTES NF
"80652",SECRETAIRES STENODACTYLOGRAPHES NF,60,SECRETAIRES STENODACTYLOGRAPHES NF,"1000_SG","37_SG",NON_FONCT,SECRETAIRES STENODACTYLOGRAPHES NF
"80850",SECRETAIRES DACTYLOGRAPHES NF,60,SECRETAIRES DACTYLOGRAPHES NF,"1000_SG","37_SG",NON_FONCT,SECRETAIRES DACTYLOGRAPHES NF
"81002",INGENIEURS INFORMATICIENS NF,60,INGENIEURS INFORMATICIENS NF,"1_SG","38_SG",NON_FONCT,INGENIEURS INFORMATICIENS NF
"81300",ANALYSTES PROGRAMMEURS INFORMATICIENS NF,60,ANALYSTES PROGRAMMEURS INFORMATICIENS NF,"5_SG","38_SG",NON_FONCT,ANALYSTES PROGRAMMEURS INFORMATICIENS NF
"81310",TECHNICIENS SUPERIEURS EN MAINTENANCE INFORMATIQUE  NF,60,TECHNICIENS SUPERIEURS EN MAINTENANCE INFORMATIQUE  NF,"6_SG","38_SG",NON_FONCT,TECHNICIENS SUPERIEURS EN MAINTENANCE INFORMATIQUE  NF
"81550",PUPITREURS PREPARATEURS PROGRAMMEURS NF,60,PUPITREURS PREPARATEURS PROGRAMMEURS NF,"7_SG","38_SG",NON_FONCT,PUPITREURS PREPARATEURS PROGRAMMEURS NF
"81850",PERFORATEURS VERIFICATEURS OPERATEURS NF,60,PERFORATEURS VERIFICATEURS OPERATEURS NF,"11_SG","38_SG",NON_FONCT,PERFORATEURS VERIFICATEURS OPERATEURS NF
"82000",BIOLOGISTES NF,60,BIOLOGISTES NF,"5_SG","20_SG",NON_FONCT,BIOLOGISTES NF
"82004",JOURNALISTES ET TECHNICIENS DE LA COMMUNICATION SOCIALE NF,60,JOURNALISTES ET TECHNICIENS DE LA COMMUNICATION SOCIALE NF,"1_SG","39_SG",NON_FONCT,JOURNALISTES ET TECHNICIENS DE LA COMMUNICATION SOCIALE NF
"85_SG","PHARMACIENS, MEDECINS, CHIRURGIENS DENTISTES",65,"Pharmaciens, médecins, chirurgiens dentistes","4_SG","20_SG",FONCT,"PHARMACIENS, MEDECINS, CHIRURGIENS DENTISTE"
"9_SG",CONTROLEURS DU TRAVAIL ET DE LA SECURITE SOCIALE,60,Contrôleurs du Travail et de la sécurité sociale,"4_SG","2_SG",FONCT,CONTROLEURS DU TRAVAIL ET DE LA SECURITE SOCIALE
"9000020",JURISTES CONSEILS NF REF A3,60,JURISTES CONSEILS NF REF A1,"1_SG","67-SG",NON_FONCT,JURISTES CONSEILS NF REF A3
"900003",ADMINISTRATEURS DE SOINS NF REF A1,60,ADMINISTRATEURS DE SOINS NF REF A1,"1_SG","20_SG",FONCT,ADMINISTRATEURS DE SOINS NF REF A1
"900004",ADMINISTRATEURS DE SOINS NF REF A2,60,ADMINISTRATEURS DE SOINS NF REF A2,"2_SG","20_SG",FONCT,ADMINISTRATEURS DE SOINS NF REF A2
"900005",INGENIEURS EN BIOLOGIE MEDICALE NF REF A1,60,INGÉNIEURS EN BIOLOGIE MÉDICALE  NF REF A1,"1_SG","20_SG",FONCT,INGENIEURS EN BIOLOGIE MEDICALE NF REF A1
"900006",INGENIEURS EN BIOLOGIE MEDICALE  NF REF A2,60,INGÉNIEURS EN BIOLOGIE MÉDICALE  NF REF A2,"2_SG","20_SG",FONCT,INGENIEURS EN BIOLOGIE MEDICALE  NF REF A2
"900007",INGENIEURS EN BIOLOGIE MEDICALE  NF REF A3,60,INGÉNIEURS EN BIOLOGIE MÉDICALE  NF REF A3,"3_SG","20_SG",FONCT,INGENIEURS EN BIOLOGIE MEDICALE  NF REF A3
"900008",CONSEILLERS EN SANTE COMMUNAUTAIRE NF REF A2,60,CONSEILLERS EN SANTE COMMUNAUTAIRE NF REF A2,"2_SG","20_SG",FONCT,CONSEILLERS EN SANTE COMMUNAUTAIRE NF REF A2
"90001","CONSERVATEURS D'ARCHIVES, DE BIBLIOTHEQUES, DE CENTRES DE DOCUMENTATION A3",60,"CONSERVATEURS D'ARCHIVES, DE BIBLIOTHEQUES, DE CENTRES DE DOCUMENTATION A3","3_SG","6_SG",FONCT,"CONSERVATEURS D'ARCHIVES, DE BIBLIOTHEQUES, DE CENTRES DE DOCUMENTATION A3"
"900010",GREFFIERS NF REF A2,60,GREFFIERS NF REF A2,"2_SG","11_SG",FONCT,GREFFIERS NF REF A2
"900011",MECANICIENS C1 NF,60,MECANICIENS C1 NF,"9_SG","12_SG",NON_FONCT,MECANICIENS C1 NF
"900012",MECANICIENS C3 NF,60,MECANICIENS C3 NF,"11_SG","12_SG",NON_FONCT,MECANICIENS C3 NF
"900013",MECANICIENS B4 NF,60,MECANICIENS B4 NF,"8_SG","12_SG",NON_FONCT,MECANICIENS B4 NF
"900014",MECANICIENS B3 NF,60,MECANICIENS B3 NF,"7_SG","12_SG",NON_FONCT,MECANICIENS B3 NF
"900015",MECANICIENS D3 NF,60,MECANICIENS D3 NF,"14_SG","12_SG",NON_FONCT,MECANICIENS D3 NF
"900016",INFIRMIERS D'ETAT B1,60,INFIRMIERS D'ETAT B1,"5_SG","20_SG",FONCT,INFIRMIERS D'ETAT B1
"900017",PHYSICIENS NF A1,60,PHYSICIENS NF A1,"1_SG","1_SG",NON_FONCT,PHYSICIENS NF A1
"900018",CHERCHEURS NF A1,60,CHERCHEURS NF A1,"1_SG","1_SG",NON_FONCT,CHERCHEURS NF A1
"900019",PHYSICIENS NF A2,60,PHYSICIENS NF A2,"2_SG","1_SG",NON_FONCT,PHYSICIENS NF A2
"90002",CONSEILLERS EN TRAVAIL SOCIAL A3,60,CONSEILLERS EN TRAVAIL SOCIAL A3,"3_SG","66_SG",FONCT,CONSEILLERS EN TRAVAIL SOCIAL A3
"900020",CHERCHEURS NF A2,60,CHERCHEURS NF A2,"2_SG","1_SG",NON_FONCT,CHERCHEURS NF A2
"9000200",HYDRAULICIEN A2 NF ,60,HYDRAULICIEN A2 NF ,"2_SG","17_SG",NON_FONCT,HYDRAULICIEN A2 NF 
"900021",SPECIALISTES EN MANAGEMENT DES INSTITUTIONS ET POLITIQUES EN EDUCATION NF,60,SPECIALISTES EN MANAGEMENT DES INSTITUTIONS ET POLITIQUES EN EDUCATION NF,"2_SG","1_SG",NON_FONCT,SPECIALISTES EN MANAGEMENT DES INSTITUTIONS ET POLITIQUES EN EDUCATION NF
"900022",CADRES DE GESTION NF A2,60,CADRES DE GESTION NF A2,"2_SG","1_SG",NON_FONCT,CADRES DE GESTION NF A2
"900023",CADRES DE GESTION NF A3,60,CADRES DE GESTION NF A3,"3_SG","1_SG",NON_FONCT,CADRES DE GESTION NF A3
"900024",PHYSICIENS NF A3,60,PHYSICIENS NF A3,"3_SG","1_SG",NON_FONCT,PHYSICIENS NF A3
"900025",SPECIALISTES FONCTION PUBLIQUE A3 NF,60,SPECIALISTES FONCTION PUBLIQUE A3 NF,"3_SG","1_SG",NON_FONCT,SPECIALISTES FONCTION PUBLIQUE A3 NF
"900026",GESTIONNAIRES DES RESSOURCES HUMAINES NF A3,60,GESTIONNAIRES DES RESSOURCES HUMAINES NF A3,"3_SG","1_SG",NON_FONCT,GESTIONNAIRES DES RESSOURCES HUMAINES NF A3
"900027",ATTACHES D’ADMINISTRATION NF A2,60,ATTACHES D’ADMINISTRATION NF A2,"2_SG","1_SG",NON_FONCT,ATTACHES D’ADMINISTRATION NF A2
"900028",ATTACHES D’ADMINISTRATION NF B1,60,ATTACHES D’ADMINISTRATION NF B1,"5_SG","1_SG",NON_FONCT,ATTACHES D’ADMINISTRATION NF B1
"900029",COMPTABLES NF A1,60,COMPTABLES NF A1,"1_SG","1_SG",NON_FONCT,COMPTABLES NF A1
"90003",INGENIEURS DE L'AERONAUTIQUE CIVILE A3,60,INGENIEURS DE L'AERONAUTIQUE CIVILE A3,"3_SG","16_SG",FONCT,INGENIEURS DE L'AERONAUTIQUE CIVILE A3
"900031",LINGUISTES NF B1,60,LINGUISTES NF B1,"5_SG","1_SG",NON_FONCT,LINGUISTES NF B1
"900032",LINGUISTES NF A1,60,LINGUISTES NF A1,"1_SG","1_SG",NON_FONCT,LINGUISTES NF A1
"900033",LINGUISTES NF A2,60,LINGUISTES NF A2,"2_SG","1_SG",NON_FONCT,LINGUISTES NF A2
"900034",LINGUISTES NF A3,60,LINGUISTES NF A3,"3_SG","1_SG",NON_FONCT,LINGUISTES NF A3
"900035",TECHNICIENS SUPERIEURS EN ENSEIGNEMENT/ADMINISTRATION ,60,TECHNICIENS SUPERIEURS EN ENSEIGNEMENT/ADMINISTRATION ,"2_SG","1_SG",NON_FONCT,TECHNICIENS SUPERIEURS EN ENSEIGNEMENT/ADMINISTRATION 
"900036",COMPTABLES NF B3,60,COMPTABLES NF B3,"7_SG","1_SG",NON_FONCT,COMPTABLES NF B3
"900037",COMPTABLES NF B4,60,COMPTABLES NF B4,"8_SG","1_SG",NON_FONCT,COMPTABLES NF B4
"900038",COMPTABLES NF C3,60,COMPTABLES NF C3,"11_SG","1_SG",NON_FONCT,COMPTABLES NF C3
"900039",HUISSERS D'ACCUEIL NF D3,60,HUISSERS D'ACCUEIL NF D3,"14_SG","1_SG",NON_FONCT,HUISSERS D'ACCUEIL NF D3
"90004",INGENIEURS DES MINES ET DE LA GEOLOGIE A3,60,INGENIEURS DES MINES ET DE LA GEOLOGIE A3,"3_SG","17_SG",FONCT,INGENIEURS DES MINES ET DE LA GEOLOGIE A3
"900040",PHARMACIENS NF REF AS,60,PHARMACIENS NF REF AS,"4_SG","20_SG",NON_FONCT,PHARMACIENS NF REF A
"900041",PHARMACIENS NF A1,60,PHARMACIENS NF A1,"1_SG","20_SG",NON_FONCT,PHARMACIENS NF A1
"900042",CHIRURGIENS DENTISTES NF REF AS,60,CHIRURGIENS DENTISTES NF REF AS,"4_SG","20_SG",NON_FONCT,CHIRURGIENS DENTISTES NF REF A
"900044",MANAGERS EN SANTE NF A2,60,MANAGERS EN SANTE NF A2,"2_SG","20_SG",NON_FONCT,MANAGERS EN SANTE NF A2
"900047",ADMINISTRATEURS DES SERVICES DE SANTE NF REF A1,60,ADMINISTRATEURS DES SERVICES DE SANTE NF REF A1,"1_SG","20_SG",NON_FONCT,ADMINISTRATEURS DES SERVICES DE SANTE NF REF A1
"900048",ADMINISTRATEURS DES SERVICES DE SANTE NF REF A2,60,ADMINISTRATEURS DES SERVICES DE SANTE NF REF A2,"2_SG","20_SG",NON_FONCT,ADMINISTRATEURS DES SERVICES DE SANTE NF REF A2
"900049",PHYSICIENS MEDICAUX NF REF A1,60,PHYSICIENS MEDICAUX NF REF A1,"1_SG","20_SG",NON_FONCT,PHYSICIENS MEDICAUX NF REF A1
"90005",INGENIEURS DES TELECOMMUNICATIONS A2,60,INGENIEURS DES TELECOMMUNICATIONS A2,"2_SG","18_SG",FONCT,INGENIEURS DES TELECOMMUNICATIONS A2
"900050",SPECIALISTES DE LA SANTE DE LA REPRODUCTION NF A2,60,SPECIALISTES DE LA SANTE DE LA REPRODUCTION NF A2,"2_SG","20_SG",NON_FONCT,SPECIALISTES DE LA SANTE DE LA REPRODUCTION NF A2
"900052",TECHNICIENS ORTHOPEDISTES NF B4,60,TECHNICIENS ORTHOPEDISTES NF B4,"8_SG","20_SG",NON_FONCT,TECHNICIENS ORTHOPEDISTES NF B4
"900053",DOCTEURS EN MEDECINE NF REF AS,60,DOCTEURS EN MEDECINE NF REF AS,"4_SG","20_SG",NON_FONCT,DOCTEURS EN MEDECINE NF REF A
"900054",TECHNICIENS ORTHOPEDISTES NF C3,60,TECHNICIENS ORTHOPEDISTES NF C3,"11_SG","20_SG",NON_FONCT,TECHNICIENS ORTHOPEDISTES NF C3
"900055",TECHNICIENS EN IMAGERIE MEDICAL NF B4,60,TECHNICIENS EN IMAGERIE MEDICAL NF B4,"8_SG","20_SG",NON_FONCT,TECHNICIENS EN IMAGERIE MEDICAL NF B4
"900056",TECHNICIENS EN LABORATOIRE NF B4,60,TECHNICIENS EN LABORATOIRE NF B4,"8_SG","20_SG",NON_FONCT,TECHNICIENS EN LABORATOIRE NF B4
"900057",AIDES LABORANTINS NF B4,60,AIDES LABORANTINS NF B4,"8_SG","20_SG",NON_FONCT,AIDES LABORANTINS NF B4
"900058",TECHNICIENS EN GENIE SANITAIRE NF C1,60,TECHNICIENS EN GENIE SANITAIRE NF C1,"9_SG","20_SG",NON_FONCT,TECHNICIENS EN GENIE SANITAIRE NF C1
"90006",INGENIEURS DES TRAVAUX DE LA STATISTIQUE ET DE LA DEMOGRAPHIE A1,60,INGENIEURS DES TRAVAUX DE LA STATISTIQUE ET DE LA DEMOGRAPHIE A1,"1_SG","10_SG",FONCT,INGENIEURS DES TRAVAUX DE LA STATISTIQUE ET DE LA DEMOGRAPHIE A1
